,demographic_parity_difference,demographic_parity_ratio,equalized_odds_difference,equalized_odds_ratio,true_positive_rate_difference,false_positive_rate_difference
0,0.09214315096668038,0.5607843137254902,0.27819548872180444,0.5283018867924528,0.27819548872180444,0.0673854447439353
